洛阳,厦门,7,1256.789,0.0055697495761
漳州,鞍山,2,1913.175,0.0010453826754
达州,阿克苏地区,1,2670.551,0.000374454560126
唐山,武汉,4,1068.949,0.0037419933037
长治,南昌,1,875.759,0.0011418666551
宜昌,安顺,3,726.969,0.00412672342287
周口,张家界,1,638.658,0.00156578325176
延边,日照,1,1196.093,0.000836055390342
福州,榆林,1,1631.754,0.000612837474276
葫芦岛,湘西州,3,1714.998,0.00174927317699
温州,株洲,1,743.684,0.00134465713932
宿迁,龙岩,1,995.487,0.0010045334595
金华,萍乡,2,590.224,0.00338854401041
渭南,淮安,2,885.731,0.00225802190507
榆林,潍坊,1,847.544,0.00117987974666
达州,重庆,1,207.65,0.00481579581026
晋中,济宁,2,429.302,0.00465872509329
大连,十堰,2,1199.949,0.00166673750301
枣庄,徐州,13,60.287,0.215635211571
玉林,大理州,2,1063.979,0.00187973634818
杭州,梧州,1,1161.955,0.000860618526535
沈阳,池州,2,1349.852,0.00148164391355
邯郸,拉萨,1,2304.538,0.000433926452938
十堰,神农架林区,4,119.63,0.0334364289894
呼和浩特,酒泉,1,1122.306,0.000891022590987
南京,黔南州,1,1268.842,0.000788120191482
杭州,崇左,1,1550.199,0.000645078470571
杭州,郑州,39,794.023,0.0491169651257
呼和浩特,丽江,4,1874.863,0.00213348922028
濮阳,渭南,1,523.408,0.00191055543668
揭阳,上饶,1,568.804,0.00175807483773
河源,嘉兴,2,983.483,0.00203358878598
温州,荆门,2,887.449,0.00225365063232
北京,阿坝州,188,1555.445,0.120865732957
阜新,秦皇岛,2,288.352,0.00693596715126
深圳,昌吉州,3,3445.013,0.000870823999793
临沂,绍兴,1,602.602,0.00165947009801
东莞,昆明,6,1144.824,0.00524098027295
成都,文山,7,808.626,0.00865665956821
平凉,丽江,1,1144.145,0.000874015094241
威海,济南,21,459.71,0.0456809727872
厦门,岳阳,1,733.463,0.00136339529056
南昌,西宁,4,1589.615,0.00251633257109
上海,黄冈,9,635.204,0.0141686765197
湘潭,天门,1,313.795,0.00318679392597
葫芦岛,葫芦岛,19,0.0,0
北京,山南地区,56,2541.555,0.0220337549256
青岛,衡阳,1,1263.288,0.000791585133398
大庆,营口,1,696.98,0.00143476139918
沈阳,佛山,3,2298.847,0.00130500202928
石家庄,湛江,2,1911.387,0.00104636057481
合肥,拉萨,2,2509.272,0.000797043923497
定西,温州,1,1735.283,0.000576274878507
惠州,上海,3,1144.448,0.0026213510793
贵阳,吐鲁番地区,1,2413.043,0.000414414496551
新乡,延安,1,422.9,0.0023646252069
