荆门,上海,2,883.276,0.00226429790915
洛阳,厦门,1,1256.789,0.000795678510872
漳州,鞍山,2,1913.175,0.0010453826754
上海,广安,4,1407.365,0.00284219090286
深圳,济南,5,1599.969,0.00312506054805
南京,潍坊,4,519.703,0.00769670369423
唐山,武汉,3,1068.949,0.00280649497778
长治,南昌,1,875.759,0.0011418666551
宜昌,安顺,1,726.969,0.00137557447429
绍兴,北京,2,1169.179,0.00171060205495
宝鸡,上海,1,1382.383,0.000723388525467
周口,张家界,1,638.658,0.00156578325176
延边,日照,1,1196.093,0.000836055390342
重庆,长沙,5,645.722,0.00774327032376
福州,榆林,1,1631.754,0.000612837474276
信阳,武汉,3,173.657,0.0172754337573
温州,株洲,1,743.684,0.00134465713932
宿迁,龙岩,1,995.487,0.0010045334595
金华,萍乡,2,590.224,0.00338854401041
渭南,淮安,1,885.731,0.00112901095254
榆林,潍坊,1,847.544,0.00117987974666
锦州,杭州,4,1213.109,0.00329731293725
晋中,济宁,2,429.302,0.00465872509329
深圳,湛江,24,404.392,0.0593483550614
枣庄,徐州,1,60.287,0.016587323967
北海,洛阳,1,1503.316,0.000665196139734
杭州,梧州,1,1161.955,0.000860618526535
沈阳,池州,2,1349.852,0.00148164391355
邯郸,拉萨,1,2304.538,0.000433926452938
十堰,神农架林区,3,119.63,0.025077321742
贵阳,昆明,3,437.158,0.0068625073772
呼和浩特,酒泉,1,1122.306,0.000891022590987
南京,黔南州,1,1268.842,0.000788120191482
杭州,崇左,1,1550.199,0.000645078470571
杭州,郑州,10,794.023,0.012594093622
呼和浩特,丽江,4,1874.863,0.00213348922028
濮阳,渭南,1,523.408,0.00191055543668
揭阳,上饶,1,568.804,0.00175807483773
河源,嘉兴,2,983.483,0.00203358878598
温州,荆门,2,887.449,0.00225365063232
北京,阿坝州,188,1555.445,0.120865732957
阜新,秦皇岛,2,288.352,0.00693596715126
深圳,昌吉州,3,3445.013,0.000870823999793
临沂,绍兴,1,602.602,0.00165947009801
东莞,昆明,6,1144.824,0.00524098027295
成都,文山,7,808.626,0.00865665956821
平凉,丽江,1,1144.145,0.000874015094241
威海,济南,1,459.71,0.00217528441844
厦门,岳阳,1,733.463,0.00136339529056
南昌,西宁,4,1589.615,0.00251633257109
上海,黄冈,8,635.204,0.0125943791286
湘潭,天门,1,313.795,0.00318679392597
宁德,成都,3,1574.79,0.00190501590688
葫芦岛,葫芦岛,19,0.0,0
开封,成都,3,1065.878,0.00281458103085
北京,山南地区,56,2541.555,0.0220337549256
青岛,衡阳,1,1263.288,0.000791585133398
宜春,上海,1,785.724,0.00127271153738
大庆,营口,1,696.98,0.00143476139918
鞍山,大连,8,269.963,0.0296336905428
攀枝花,文山,1,422.928,0.0023644686566
南京,济宁,6,423.378,0.0141717330612
沈阳,佛山,2,2298.847,0.000870001352852
唐山,葫芦岛,3,258.082,0.0116242124596
石家庄,湛江,2,1911.387,0.00104636057481
乌鲁木齐,忻州,1,2182.963,0.000458092968136
定西,温州,1,1735.283,0.000576274878507
惠州,上海,3,1144.448,0.0026213510793
贵阳,吐鲁番地区,1,2413.043,0.000414414496551
新乡,延安,1,422.9,0.0023646252069
无锡,马鞍山,1,170.133,0.00587775446269
绵阳,济南,1,1272.157,0.000786066499654
沈阳,渭南,11,1464.166,0.00751280933992
张家口,通化,1,929.458,0.00107589584468
苏州,凉山州,1,1815.152,0.000550918049838
海口,湛江,3,137.57,0.021807080032
绵阳,拉萨,1,1317.869,0.000758800760925
福州,泰安,1,1148.798,0.000870475053055
迪庆州,南平,1,1830.96,0.000546161576441
南京,台州,4,455.723,0.00877726162603
苏州,营口,2,1050.948,0.00190304372814
大连,甘孜州,3,2048.236,0.0014646749691
长治,济南,1,353.722,0.00282707889246
厦门,湛江,11,871.234,0.012625769885
邢台,海口,1,1940.826,0.000515244540211
苏州,大理州,29,2087.814,0.0138901262277
海口,香港,6,473.387,0.0126746192861
昭通,大理州,1,394.368,0.00253570269393
茂名,三亚,2,407.238,0.00491113304751
唐山,澳门,2,1990.932,0.00100455465079
清远,广州,4,69.923,0.0572057835047
益阳,邢台,1,965.322,0.0010359237643
大连,梅州,1,1709.627,0.000584922910085
吴忠,海西州,1,783.784,0.001275861717
吉林市,秦皇岛,4,723.128,0.00553152415617
沈阳,宁德,3,1723.792,0.00174034918366
阿勒泰地区,北海,3,3483.3,0.000861252260787
荆州,湘西州,7,325.075,0.021533492271
北京,巢湖,5,935.933,0.00534226274744
邵阳,承德,1,1642.084,0.000608982244514
武汉,萍乡,6,330.443,0.0181574431899
日照,雅安,1,1656.254,0.000603772126739
宜春,德阳,1,1036.489,0.00096479557429
承德,太原,1,577.228,0.00173241769284
上海,大同,20,1232.912,0.0162217579195
酒泉,海西州,1,282.422,0.00354080064584
佛山,安阳,1,1460.248,0.000684815182079
厦门,来宾,2,905.117,0.00220965908275
长沙,南阳,1,535.737,0.00186658752336
银川,大同,1,635.776,0.0015728810147
开封,南阳,3,260.088,0.0115345575344
金华,嘉兴,24,214.534,0.11187037952
广州,丹东,3,2158.746,0.00138969568444
钦州,桂林,1,401.817,0.0024886951025
西安,上饶,36,1072.476,0.0335671847202
锦州,凉山州,1,2265.486,0.000441406391388
苏州,宣城,8,182.583,0.0438156893029
漳州,衢州,2,508.415,0.00393379424289
